v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,target
0.81997,0.33698,-0.8348,0.21785,0.48677,-1.4899,-0.73482,0.67326,1.55222,0.21493,-0.40769,-0.9037,0.21082,1.93885,-1.59011,-0.30946,-21.2167499885681
-1.09739,-0.61153,-0.6323,0.26209,-1.44182,-0.31747,-0.07953,0.81057,0.42351,1.69118,0.29108,0.49514,0.04441,0.5801,-0.1204,-0.65142,-45.2532940737645
0.55693,-0.33998,0.4269,-0.10735,-1.66979,1.78867,-0.83051,0.02386,-1.04674,0.70543,1.21467,-0.69292,1.58786,-0.68252,-1.07247,-0.9221,-1.3739852567947717
-0.07726,-0.97063,0.99905,0.81081,-0.09574,1.0356,-1.31248,-1.03006,-1.39858,2.24598,0.51574,-0.62033,1.08159,-0.1784,-1.7076,-0.24966,-150.0791796206408
-1.67044,-0.49349,0.94207,-0.58074,-0.27281,-0.00402,-2.33935,-0.31501,0.1939,-0.56357,0.4846,-1.30518,-0.06967,0.47297,0.42526,-1.66124,-41.587905454160875
0.65031,-0.88162,0.83158,-0.43645,2.60027,-0.80147,0.59814,-1.5186,2.26873,0.34723,-0.5082,0.24931,1.85678,0.46478,-0.4064,0.59603,74.9808641097859
-1.92533,-0.17437,-0.11997,-2.23636,0.26812,0.55577,0.10781,-0.81218,0.02963,1.73711,0.67563,-0.22219,1.11607,-0.80054,-0.52359,-1.45191,-120.865560933081
-0.77476,1.69674,-1.30591,-0.32781,0.42975,0.12958,0.81843,0.49854,1.17546,-0.24504,-0.82281,0.68405,-0.57392,-0.14678,-0.52147,1.04426,-94.79330014366568
-0.79478,-0.71214,-0.24071,-0.91531,0.18611,-1.71703,-0.75147,1.08232,-0.22834,-0.57234,-0.33673,1.27762,0.23856,-1.39258,1.00297,-0.35229,-12.4552475576783
0.83185,-0.94959,0.74945,-0.61851,-0.02044,0.44726,0.55774,3.55124,0.74913,0.47471,-1.03273,0.7393,0.7119,0.46173,0.33635,1.27796,43.651321410724115
2.69888,0.63416,1.60925,-0.85296,1.24687,-0.48931,0.12062,-3.80994,-0.49257,-0.347,1.1839,-0.09673,-0.03548,-0.06442,1.66632,0.87371,359.4964710057705
2.31448,-1.65546,0.34447,0.96223,0.18399,-0.63078,3.38804,1.03901,-0.57746,0.82316,0.11029,-0.78758,1.56975,-0.82807,-0.85815,1.41537,78.98451567711687
1.10802,0.65134,1.0177,-0.16598,0.62908,0.73072,-0.4821,0.65762,-2.07354,0.44323,-0.93704,-0.01126,0.7074,-0.50699,0.04158,1.35642,-68.14524201695914
0.6957,-1.49153,1.62743,-0.46532,-0.38396,0.04919,-0.31196,0.22903,0.08294,0.21169,-0.25546,-0.81578,-0.46896,-0.59721,0.76152,0.70954,88.63871956592808
-0.6272,0.61055,-1.16148,0.08553,0.08722,1.02161,-0.9402,1.52676,0.30547,0.59747,0.6028,-1.09543,0.82024,-0.96038,1.74148,-2.17106,135.34275339626282
0.81623,0.56333,-1.29146,-1.38347,1.45255,0.20976,1.00413,-0.12352,0.31702,1.34347,-1.01796,0.44594,-0.97802,-0.51991,-0.67574,0.33602,-46.622147466604176
-0.41799,0.48052,-1.44344,-0.63987,0.94853,1.36314,-0.26976,0.60668,-2.12441,0.74961,0.42607,-1.52315,-2.149,-0.58427,0.4713,0.78591,-52.74310052487159
-0.04637,0.53191,1.75398,1.15988,2.48649,1.20618,-0.41378,0.93184,0.3175,-0.50766,-0.7669,-0.65641,1.22555,-0.54851,-1.28306,-0.6249,-131.6638224455882
-0.0889,-1.64476,-0.00876,-1.78558,-0.88361,-0.96972,-0.16571,-0.88713,-0.62451,-0.22048,2.89149,0.71616,0.06439,-0.05854,0.33939,-1.0943,183.73164695691216
1.87498,-0.25035,-0.70652,-1.18567,-0.02911,0.63418,-0.20478,-0.70524,1.07569,-0.32199,0.96376,-1.24432,-1.1659,-0.93792,0.15717,1.48422,245.5490198784459
-0.85146,-1.04253,-1.04993,0.99412,1.67639,-1.6685,0.28031,0.32881,1.72033,0.17658,-0.50452,0.74316,-0.17904,1.11471,-0.92175,0.73303,-85.37015828651361
0.63946,1.44787,1.49573,0.78275,0.72273,-2.59723,-0.61388,-1.53375,-0.28892,-2.0755,0.58049,0.32182,0.33671,0.31074,-0.00033,0.97953,70.00517722925414
-1.10904,-0.84329,1.51962,-0.08725,0.60138,0.33774,-1.23458,-1.8834,0.99255,-0.00956,0.02553,1.31243,0.39839,0.65936,0.05233,-0.74931,-28.087708421942388
-0.00609,-1.24139,-0.12684,1.18536,-1.19189,1.13454,1.34069,0.63321,0.3691,-0.05413,0.82577,-1.11237,0.97928,0.64741,-0.21256,-0.60328,54.54405287754556
-1.07441,-0.36726,-0.02041,-0.33333,-0.2214,-1.57408,0.00637,0.00694,-0.20546,0.17333,0.09359,-1.58529,-0.53483,-0.48053,-0.75754,-0.62018,-128.1432949332583
-0.90072,1.14451,-0.14855,0.40242,-1.45431,-1.09686,0.97236,1.18874,0.06412,-1.10709,0.79141,-1.49448,0.33138,-1.21618,-0.10659,1.91752,-12.894337081258184
0.109,0.44804,0.26368,0.45477,-1.53885,1.32427,0.68633,-0.51863,-1.63276,-1.2803,-2.72601,0.05407,0.26106,1.79176,-1.83289,1.28321,-369.3071230184351
1.14451,1.62394,0.48565,-0.44019,-1.20487,-0.15061,-0.46733,0.54156,0.26844,1.82485,-0.70011,-0.64562,0.68283,-0.48253,-0.15218,0.87179,31.90922136627595
1.34264,0.26244,-0.44173,1.0717,0.0918,-2.03635,1.22134,-0.08243,0.08886,-0.07578,-0.79295,-0.67079,1.70043,-0.59462,-2.00629,0.44018,-101.07469776981122
-0.19921,-0.21939,-0.8454,0.7719,0.41404,-0.37052,0.80045,-0.69763,-1.45347,-0.5032,1.04759,0.7984,0.71424,0.60511,-0.41874,0.1355,-33.31675424469595
-1.07909,0.19091,-0.01263,-2.62884,1.82846,1.67573,1.08437,0.22684,-0.7315,0.30198,0.71041,0.14636,-0.69831,0.44266,1.07296,-0.08801,21.695565604516382
-0.27675,0.71471,-0.16792,1.1445,1.51891,-0.27701,-0.95569,0.2485,-0.88331,-0.99625,-0.68309,-0.27508,-0.99311,0.09166,-0.0794,0.1217,-104.82119381993532
0.73696,1.23809,0.36625,-0.68587,-0.16587,-2.04289,-0.15596,-1.60919,0.34147,-0.24754,0.98183,-0.52507,0.01477,1.08895,-0.86333,-0.23585,67.07734210881588
3.05277,-0.90999,-2.62474,0.35972,0.01328,-0.61241,0.84872,-0.99048,1.25772,-1.79416,0.56276,-1.5449,-0.26844,-1.0634,1.52335,-2.50199,403.8521096580818
1.89721,-1.53808,-0.27173,-0.27289,-0.6237,0.00624,-0.92146,-1.40761,-1.1926,0.32905,0.1173,0.09555,0.78755,-1.29598,1.36156,-1.72061,184.83290307231854
1.41277,-0.16107,-0.14603,-0.90402,-0.50621,-0.02043,0.48749,-0.01448,-1.02418,1.68008,-0.07202,-0.4129,-0.62733,-0.59876,-0.06523,-1.44361,44.61204266303188
-1.56073,0.85655,0.19879,0.95048,-1.19887,-1.77261,0.59978,-1.39661,-0.0502,2.04928,0.76832,-1.23084,1.44717,-0.61233,1.15335,-0.76132,26.524478053323413
-0.3645,-0.21927,2.4919,1.80892,-0.83318,0.29324,0.57568,-0.21497,-0.01378,0.48807,0.91932,0.05445,-0.49202,0.0961,1.70411,0.46548,157.88205342072
0.18491,0.45969,0.79294,0.51258,-1.90411,0.94573,0.5802,0.66363,1.16873,-1.39814,0.95385,-0.84566,-1.19567,0.4931,-0.59027,-0.71047,81.48264982971628
0.31572,-1.18996,-1.24356,-0.29674,-0.77706,-0.33332,0.04203,1.70042,-1.19345,0.70147,-1.06948,-0.45843,-0.38797,-2.03223,-0.91416,1.79816,-162.64917325838834
-0.99977,-0.75226,-0.19639,0.06651,0.50864,-1.69543,0.31688,-0.83652,-0.97743,-1.99761,-0.5223,0.32313,-1.53336,-0.67394,-2.21233,-0.76111,-299.36478245974473
-0.35922,-1.55279,1.24885,0.00621,0.93673,1.3888,1.02416,-0.45959,1.43044,0.28274,-0.20408,1.79555,-0.10267,1.79536,-0.11236,1.28495,13.645395900303496
-0.13324,-0.16529,0.51616,-0.15709,-0.52028,-0.06437,-2.7379,-0.23158,0.58366,0.73356,0.29465,0.06352,-2.03926,1.32144,0.47665,-0.08079,69.05972090181118
-0.28613,-2.0073,-0.70859,-0.29835,-0.42512,-1.55047,1.823,-0.02117,-0.17928,-0.98527,0.06529,-0.03493,1.41557,0.27591,-0.29639,-1.63398,-42.854739565737646
0.20586,2.36543,-0.481,-0.91194,0.21927,-1.00639,0.65715,-0.47274,0.38374,1.89899,0.94254,0.00147,-1.6239,-1.06214,0.36976,1.17217,118.67272004384921
0.43688,-2.22745,0.82675,-0.16907,-1.27134,-0.27466,0.86167,-0.3893,0.89049,1.56339,0.62163,-0.53309,0.04395,0.13295,1.43296,-1.06211,210.0273420401208
-1.11787,1.99394,0.23478,0.06993,0.68813,-0.19816,0.70625,-1.94763,1.32691,1.00906,-2.89179,0.19392,1.44107,0.14341,0.55987,0.52565,-170.5161766229868
1.18337,-2.98656,-0.29981,0.75993,-0.98532,-1.02496,-0.12955,-1.38176,1.55078,0.13197,1.95657,-1.12967,0.96775,1.11287,-1.54288,-0.61151,162.14967488843936
0.12906,1.35069,1.3375,-2.43951,-0.69107,0.63447,0.73926,0.00832,0.3985,1.8898,1.97333,0.24961,-0.9765,0.94897,0.30855,1.26554,177.58062241103306
-0.45348,1.21236,0.27017,2.02634,-0.87272,-0.21032,-0.35749,-1.29574,1.07401,-0.82273,-1.08516,-1.08103,-1.26786,-0.42948,0.67452,-0.16827,-8.99642457611625
-0.33476,1.1089,-0.78521,0.47302,0.40184,-0.58093,0.2079,-0.23375,-0.43625,-1.18615,0.82131,-0.50584,-1.00354,-0.03258,-0.8803,0.53081,-48.693080642387635
0.28742,-0.23795,1.21368,-1.22922,-0.55929,1.22011,-0.02931,-1.05462,1.13698,0.46783,0.90885,-0.26987,-0.84732,0.00654,0.1861,0.14248,139.710529486212
0.29063,-0.65288,-1.08229,1.10653,-0.74936,0.8485,0.35471,0.49605,-0.9454,-0.95411,0.90468,-1.25594,0.78532,-1.5947,-0.11399,-1.407,32.953950996703085
0.18438,-0.6056,1.1971,-0.18031,-2.19487,0.7378,0.48409,-0.26047,1.82427,-0.27049,-1.72245,1.19706,-1.24309,0.00603,0.20597,-1.00787,-10.95504192929234
1.45779,0.00484,0.48323,-0.04452,0.49034,-1.12427,1.2304,1.5973,0.90873,1.37701,1.13546,-0.84363,0.18206,-0.10983,-1.78067,-0.21599,83.41648419608156
-0.86396,0.6676,0.71621,-0.24261,-1.4336,-0.29823,-0.11665,-0.09361,1.0415,0.54646,1.11394,0.21838,-0.34681,0.38829,0.5431,-0.40807,97.3638954855511
-0.35088,-0.67965,0.20641,1.34063,-0.36296,-0.11481,-0.74288,0.80785,0.95569,0.9649,1.0591,-0.5336,-0.18046,1.04184,0.19605,0.07367,100.03254066014019
0.07778,-1.98713,1.87372,-1.58748,-1.48579,1.57291,1.14164,-0.12444,2.01583,-1.53161,-0.02339,-0.07482,-1.10287,-0.06189,0.95578,-1.32332,155.31345541617216
-1.28327,-0.7443,1.33961,1.18341,-0.18303,-0.73436,0.15416,0.96676,-0.88181,-0.81131,1.75207,0.26139,0.04014,-1.18438,-1.26051,-0.03677,-96.86060777214128
-0.39258,0.58021,0.09202,-0.42036,1.1069,-0.81025,1.66031,-0.19697,0.91901,-0.77084,-0.03987,2.20149,-0.82043,-0.8151,-0.68275,-0.50143,-39.64155078291684
-1.35083,-0.53551,1.42706,-0.61621,0.32125,-0.23643,-0.27919,-1.14293,-1.0672,0.72874,0.33038,-0.75268,1.20388,2.4333,0.06493,-0.066,-107.6806707458099
1.29895,0.92014,0.74643,-1.59087,1.12345,0.62092,0.84566,0.722,-0.79843,-0.68614,-0.05084,-0.37052,0.13282,-0.1804,-0.76811,0.11293,-2.7905358215135863
-0.34431,-1.15827,1.6355,0.19769,-0.21005,-0.34821,0.62998,0.10772,-0.59188,-1.06777,1.12214,-0.05362,-0.41422,0.62808,-0.12228,-0.75575,18.316042580159593
-0.35724,0.36645,-0.11916,0.75231,0.13797,0.62479,-1.93964,1.52396,1.56611,-0.89765,2.46043,-1.16599,0.26452,1.73932,-0.79339,0.34366,145.8422001539891
1.26397,-0.78755,1.50724,0.50204,-0.52835,0.16518,0.05877,-0.41209,-0.56463,-0.17388,0.52347,1.46479,-0.08391,1.97586,1.12075,0.06868,177.31912741255962
2.46046,0.41898,1.03905,-1.15846,0.3699,-1.42479,-0.22546,0.9399,1.11694,-2.10296,0.4496,-0.15243,1.04687,-0.14462,2.37657,-0.21475,411.84562544090255
0.58732,-0.97251,-0.01092,-1.17634,-0.44947,-0.30708,-0.52665,-1.26823,0.66057,3.1453,-1.13364,-2.07671,1.38244,-0.79211,0.10775,2.4699,0.5063531470939981
0.5632,-1.30026,-1.00339,1.48274,-1.17248,-0.37758,1.10466,0.74011,-0.54821,-0.70889,-1.66363,-0.69981,0.94166,0.09848,-0.89315,-1.21492,-157.21769794017925
1.95995,-1.59802,-1.02478,-0.28639,-1.01651,1.28971,-0.5211,0.8183,0.48917,2.17732,-0.31798,1.0819,-0.49069,-0.72121,0.28008,0.03505,152.01060177410966
2.44309,-0.89186,1.11849,0.1191,-3.59403,0.21204,-0.53967,1.05439,-0.54887,-0.83243,1.17878,-0.13618,-0.80651,-0.39336,-0.24277,-1.23977,203.0209037540201
-0.63413,0.98625,0.98312,0.81279,0.56581,-0.10046,0.2879,2.30411,-0.67745,2.31494,1.48721,0.95866,-0.14658,-1.09392,1.62102,0.54017,143.98700740936226
1.59421,-0.86372,-0.79245,0.73298,-0.12059,0.74078,-0.88318,-0.16616,-1.24183,-0.99074,-1.73265,-0.35744,1.02978,-0.25122,0.81246,0.74388,1.5385918421978204
-0.18953,0.79591,0.34515,0.90914,-1.45148,0.6989,-1.09157,0.60221,-1.03651,-1.152,-0.25503,-0.35454,-0.52011,-1.17753,-0.11297,-0.37402,-79.35208121532935
-1.58522,0.17347,0.00074,-0.01414,-0.91043,-0.59897,0.78488,0.37937,-0.33567,-1.08073,-0.82031,0.41712,0.85198,-0.32707,1.17857,1.60399,-89.52013792686621
-0.71451,1.77751,-1.58917,-2.20738,0.88397,0.60851,-1.95387,0.81199,2.17993,-0.47019,-1.21295,1.24266,0.22656,0.01548,0.48564,0.38526,-3.2644423933907474
-0.10341,1.14877,-0.4493,-1.36849,-0.9438,0.74227,-0.35536,-0.07495,0.71334,-0.18836,0.67313,0.45936,0.47311,0.74321,1.2377,0.93652,155.82724379494746
-0.31143,2.14241,-2.08297,-0.0799,-0.19392,0.27941,0.45402,-1.67851,-0.68571,-0.38801,-0.90126,1.85314,0.36759,1.89521,-2.46379,-0.4017,-283.96401762129346
-0.79253,1.22958,-1.99445,0.39306,0.30467,0.80389,-0.47853,-1.5584,-0.86327,0.35307,-0.69735,0.16407,-0.58846,1.39013,-1.11287,0.61848,-213.61785337975016
1.06142,1.41084,0.30851,0.60358,-0.71383,-0.02448,-0.97012,-0.73412,0.19757,0.69845,1.99846,-0.91562,-0.7242,2.24811,-0.41691,-2.0245,181.96487075437975
-0.1839,-1.17998,-0.25809,0.56176,0.22928,0.9792,-0.63403,0.58902,1.70521,0.86431,0.55665,0.25787,-0.25751,0.49812,0.47386,-0.60829,128.71345878543423
-2.12617,-1.16365,-0.22928,-0.56583,0.38849,-0.02011,-0.85406,0.27553,1.82182,-1.22923,0.02765,-0.64762,0.28677,-2.19031,-0.23564,0.09135,-83.00786845082017
1.36732,-0.4724,0.41904,-0.51301,0.75499,-0.51274,-0.36661,1.40719,-0.20654,-0.53377,-0.42069,-1.49547,-1.53323,-0.10831,0.29013,1.81071,77.41293915984943
0.74812,1.17371,-0.25757,0.62458,1.22418,-0.4139,0.82556,-1.28819,-0.30863,0.94244,-1.92249,-0.19138,-0.99853,-0.9301,-1.77834,0.35684,-215.18455438896072
-0.37109,0.24628,-0.35153,0.69559,-0.37953,-0.14968,-1.42859,0.30458,-0.83423,-0.71045,0.6461,0.27038,-0.82197,-0.25408,0.99311,1.15171,55.25653832882621
0.3048,-1.04593,0.42514,-0.30906,-1.84122,-1.24978,-1.61915,0.62474,0.41508,0.90749,-0.75609,-0.44999,-0.38939,0.01426,-1.4025,1.03518,-111.81281476957224
-0.29313,-0.02207,-1.82369,-0.53706,0.29633,-1.73386,-0.25567,-1.08165,-0.2727,-1.26882,-0.30532,2.33228,-1.7593,-0.09214,0.92427,0.91838,15.86160930802911
0.63139,-0.92641,0.14217,-0.15214,0.5914,0.61688,1.07903,1.65209,-0.22838,0.79627,0.95918,-1.44167,-1.16091,-0.51361,1.44154,-0.6201,200.1951251394166
1.28749,0.09539,0.35958,0.09967,-0.0685,0.96671,0.70053,-1.27147,-1.24528,0.37199,0.92722,2.31683,-0.50568,-1.24959,-0.52846,0.3545,59.73557035665993
-0.35922,1.42797,0.02837,-1.55794,0.58737,-0.13323,-0.08487,-0.32867,-2.52991,0.06475,-0.82684,0.84993,1.14423,-0.75837,0.37919,1.08213,-154.2135775127437
-1.33257,0.61535,1.20503,1.24226,0.28712,1.10078,0.30615,-0.46011,0.95083,-0.46505,-1.86766,-0.83727,-0.78016,0.56566,-1.83047,-1.11633,-304.0240352758647
0.03172,0.66703,-1.32089,-0.57816,-0.25467,-0.23195,-1.02713,-1.14158,0.648,-0.56509,-0.65092,1.7002,-2.30085,0.56225,1.7435,-0.4454,111.3390314769279
-0.44033,0.52924,-0.9229,0.37384,-0.68067,0.04041,-1.62584,-0.69054,-0.28127,-0.06144,-2.18757,0.73656,-0.73495,-0.70134,0.33199,-0.71814,-160.72068091090532
0.28851,-0.52378,0.30507,1.40171,-0.85608,-1.85696,-0.85713,0.01096,1.43908,0.07155,0.09277,1.1337,-1.79977,1.17863,0.18481,-0.2498,98.25674831569556
1.73933,-1.51068,-0.69965,0.03166,0.25644,-0.23256,0.02713,-0.34313,0.97812,-0.82309,1.42164,-1.18474,0.91288,0.9179,0.75534,-2.39646,305.4895910269329
1.30368,1.28914,-0.11338,-0.01824,0.49641,-0.3622,0.36235,-0.86147,0.13044,0.78716,-1.25377,-0.0447,1.19066,-1.95169,0.53872,-0.06022,49.93768558632907
0.09678,0.06191,0.29048,-1.66727,-0.62737,-0.936,1.6992,-0.8617,-0.50025,1.14432,1.42608,-2.33391,-0.7456,-0.28564,-1.0426,0.84056,5.9624803212494895
1.5935,-1.67788,0.27111,-0.82309,0.97711,1.92145,1.31036,-1.88933,0.56002,-0.5184,-0.21684,-1.29597,-0.12361,-1.03336,-0.61495,-0.5754,72.7294407404546
-0.04714,1.33294,0.36785,-0.62928,0.73921,-0.04303,-0.71022,-1.24793,0.53681,-1.00402,1.50035,-0.65918,-1.14304,0.00995,1.17996,-1.52565,202.62770397186588
-2.41023,0.81128,0.41941,0.87269,0.34651,1.18387,0.23524,-0.27436,-0.32159,0.77754,1.25707,0.8798,-1.1834,-1.67797,0.70368,-1.39864,-41.873419881661675
0.67032,1.39819,-1.33129,-0.36185,-0.25308,0.53739,0.42214,-0.48347,-1.89562,-0.62706,0.88407,1.34889,0.28135,0.27289,-0.6327,-1.09658,-18.912219428857455
-0.85505,0.81351,0.38696,0.5884,0.12601,-0.43878,-1.3412,-1.21876,-0.6957,0.53286,-0.59937,-1.00918,0.68138,-0.33893,-0.97006,-0.979,-194.2770012139379
-0.31864,-0.31382,0.21698,1.27115,-1.55732,0.1537,0.53636,-1.09856,-0.18233,-1.96126,-0.73219,-0.51641,-0.75468,1.22829,-2.85087,1.75397,-280.4213286907226
-1.1016,-0.32212,0.97854,0.12284,1.74503,0.51216,1.82447,2.01144,0.05042,-0.13392,1.08641,0.57165,-2.30395,-0.38808,-0.29029,-1.15938,-20.715955290993687
-1.17374,-0.31131,-1.05606,0.34294,1.07685,0.59539,0.66351,0.56745,-0.65653,-0.00252,-0.05114,0.22501,-0.06228,-1.19232,-0.99269,-1.48733,-179.58436499391985
-0.23714,-0.93631,-0.47125,-1.09493,1.6151,-0.23877,-0.59766,-2.02558,-0.6941,1.62592,0.33964,-2.20882,1.15129,0.92328,-0.40728,1.18829,-50.494274835758475
-1.34925,-2.5303,-2.54421,-0.26315,0.42006,0.20539,-0.9859,-0.74614,-1.31319,-0.23609,0.16945,0.46183,-1.14941,2.44849,-0.6472,0.04342,-179.11597176186518
-0.24147,-0.59352,0.20536,1.11717,1.19022,0.25992,1.11687,-0.09788,0.09603,-1.71918,-0.51979,-0.55329,1.15373,1.59697,-1.33178,-0.25732,-141.32756018148606
-1.95296,-0.14471,-0.77015,-1.38581,1.29246,-1.00789,-0.33599,-0.41059,0.45882,1.10661,-1.25354,-1.15108,-0.24607,1.36006,1.01557,0.50227,-121.9961287111693
-0.39823,0.88582,-1.37556,1.74248,-0.04977,0.30793,-0.65881,-2.76967,-0.04305,-1.25668,0.10306,0.5689,-0.93897,0.80661,-0.49095,-0.78468,-56.23761948331348
-0.21957,0.61942,0.5256,2.23329,-1.16533,0.46167,-0.13241,0.27342,-0.87216,1.41778,0.92606,0.56525,-1.01711,-0.29387,-0.12548,0.29713,2.2503891261400075
0.79352,-1.21204,-0.38547,-0.02541,-0.2959,0.33858,-1.3337,-1.77305,0.07726,0.1796,0.02638,0.55891,-1.05179,1.10455,-1.06143,-0.09403,-16.862580740885658
-0.23942,0.34162,-2.19775,0.06841,-0.47571,-1.93217,-0.48086,-0.09529,1.9599,0.80899,0.0267,-0.41205,-0.09999,1.16633,0.31124,1.11928,88.81915160171161
0.2976,-0.04143,-0.0112,0.82989,-0.70426,0.43161,2.41339,0.18002,1.61025,-2.08666,-0.12984,-0.0923,1.74245,0.22886,0.26702,-0.23369,97.24531836205038
-1.22284,1.3061,0.94421,-0.06462,0.0548,0.30721,-1.48805,1.89576,-0.32734,1.63856,-0.77176,-0.74605,0.51984,-0.84186,0.86385,-0.19978,-84.0615760238455
2.21475,-0.41484,0.27304,-2.5167,-0.8161,-1.39569,0.54476,-0.19581,-0.04295,1.16481,0.26971,-2.79919,1.13025,-0.90943,-0.80318,1.84966,108.39444898829306
-0.19714,-0.38052,0.01851,-1.05334,0.57965,0.36221,1.72485,-0.83954,0.60672,-1.09688,-1.40347,0.27663,-0.28276,1.01579,0.51282,3.02921,-43.32524715746243
-0.24142,1.91895,-0.92054,-0.25352,-0.76616,-0.1646,-0.85188,-0.51571,0.09064,-0.54382,0.15648,-0.17562,-1.13984,0.02038,1.21789,0.06834,85.53946472437431
0.51625,-0.00189,0.31876,-2.83738,-0.7458,1.54563,0.53488,0.55751,-1.18846,0.72508,-0.81711,0.81767,-1.82841,0.05074,-0.81293,-0.20849,-125.05917199955523
0.59677,-0.19199,-0.10748,0.66353,-0.09424,-0.07915,-0.95132,-0.84048,0.6353,1.58607,0.11789,1.23466,-0.72467,-0.66066,1.24545,-1.25879,163.80818476380463
-0.17858,1.67742,1.2668,-1.1209,-2.72421,1.68592,-0.1752,-1.54177,-0.95371,0.57248,-1.56895,0.89241,-0.34805,-0.73846,1.26229,0.39763,-63.28342856792097
1.1791,-0.96254,0.36787,-1.07898,-1.07139,0.75755,0.73276,-0.43596,0.39004,0.5692,-0.37672,1.04903,-0.01012,0.3045,-0.6012,0.38841,28.31939698694042
1.52069,0.42923,0.15001,-2.07041,1.70476,-0.04812,-0.32779,-0.16026,-1.20864,-0.12752,-0.3409,-0.8967,-0.01249,-0.23288,-0.71281,-0.46307,-19.72459447511669
-0.59173,-2.58136,1.14923,-0.35761,-1.68918,-1.14132,0.11634,-0.82267,0.13619,-0.38588,-0.40398,2.12388,1.24044,-0.45905,-0.41248,-0.01641,-89.65725132630214
-0.1942,0.51991,0.6543,-1.00634,1.36802,0.29879,-0.16318,-0.83164,0.19716,-0.5581,-0.3167,1.70139,-0.49739,-0.42843,-1.27107,-0.01374,-116.1946547857504
1.11161,-0.71754,0.15324,1.09423,0.97551,-0.2946,-0.28598,-1.12996,0.37678,0.60641,-0.17193,-1.01758,0.32774,0.68616,2.34486,-0.31097,247.46894136893403
-1.53436,-0.90726,1.31433,1.40098,-0.38234,0.22067,-2.67241,0.47382,-0.07916,1.62802,-1.05016,-0.58532,0.15472,-1.61578,0.54063,0.07498,-136.32040614553418
1.37607,-0.38176,-0.93001,0.07202,0.7619,-1.04001,-1.85039,-0.78623,-0.21782,1.41165,2.08798,1.0747,-0.46658,1.59057,-0.14753,0.20525,211.36256287734278
-2.19218,-1.90224,0.39222,-0.12971,0.42682,0.8063,-0.58522,-1.55548,-0.07051,-0.54635,1.27546,0.6693,1.02148,1.15881,0.74257,0.26483,-12.844875485419172
-0.89053,-0.3866,-0.31291,-0.37999,1.61612,0.87888,-1.64881,-0.18264,2.76583,1.31836,2.20834,0.96114,2.09373,-1.42109,-0.70517,-1.29066,148.7412924135794
0.60128,-1.11428,0.38785,0.32436,-1.19627,-1.28569,0.37676,-1.05935,-2.13841,-0.08407,-1.19581,0.74701,-1.31513,-0.48017,0.40401,-1.34872,-96.01493583450223
1.94106,-0.19578,-0.96952,0.82657,0.71282,0.60784,-0.14742,0.78393,-0.10776,0.08047,1.60442,1.66378,0.52112,-1.2084,-1.19219,-0.13299,147.35224364279733
-0.93849,0.37286,2.07403,-1.43824,-0.19924,1.37383,1.80707,0.94848,-0.09907,-1.26381,-0.38363,-1.9201,0.99745,-1.52273,0.15645,0.34343,-80.56923644150238
0.7907,-0.4588,-1.68419,-0.41863,-1.19883,1.06318,1.29697,-0.94474,-0.10519,0.55527,1.80126,0.46886,-1.16736,-0.00257,-0.10973,-0.4548,160.37994708603966
1.29268,0.17894,0.36173,-1.05389,-0.44493,-0.71153,0.63833,0.46931,-0.50604,-0.15587,0.56979,-0.59182,1.40911,0.8605,0.4268,-0.0205,135.11865402965765
-1.1744,0.12585,-0.13366,1.06493,0.20699,-0.64567,0.68229,0.93141,1.26832,0.79161,1.59549,-0.00554,-0.3082,0.97124,0.76181,-0.64599,133.01005921042233
1.32951,0.31859,0.03706,-1.20862,0.35514,-1.33059,-1.31119,-1.65651,-0.28813,0.45039,0.20744,1.848,-0.86905,0.40833,1.76993,0.85492,218.74036087739404
0.00702,0.81724,-1.39175,-0.54517,0.28899,-0.56536,-0.03293,-0.71148,1.22238,-0.84463,0.49517,-1.36676,-0.2465,-1.0396,-0.95376,1.03354,15.546814804036641
1.82091,-0.03574,1.72866,1.50437,0.00126,0.54741,0.2089,-0.55021,-1.4188,-0.46035,-2.4876,-1.63675,0.31656,-0.8,0.16806,0.17419,-86.39617399140565
0.27825,-1.19816,0.27753,0.18672,-0.13588,0.34091,0.24714,-0.9106,-0.39737,-1.2495,1.1483,0.85985,-0.2648,0.6886,0.6676,-0.15788,126.51429298819014
0.38299,-0.7781,-0.96695,2.11116,0.38639,-0.19077,0.38381,0.57625,-2.38839,-0.91015,0.48343,-0.3305,-1.53533,-0.27374,0.36484,2.01913,-13.259709511126148
0.38612,-1.81451,1.13653,-0.73843,-1.47932,-1.21951,1.09042,-0.39415,-1.58773,0.44713,0.98836,-0.03933,1.20063,-1.34494,0.52842,-0.85295,64.49982137680549
-0.09446,-0.21203,0.80233,-0.13993,0.26908,-0.14821,1.05826,-0.39472,-0.46034,-0.06161,1.26079,-0.47501,0.70952,1.58728,-0.37109,-0.02685,31.711927037970366
-0.90905,-0.18158,-1.12222,0.30711,-0.33918,-1.58557,2.18015,0.8898,1.00148,0.50347,0.68535,-1.20037,-0.58627,-0.54786,0.34057,0.33424,49.76092019016034
-0.43672,1.54353,-0.64757,-0.77169,-0.26783,2.17868,0.86494,2.86514,0.11118,-0.01302,-1.80877,-0.29505,0.95252,0.44361,0.10327,0.25083,-135.84818533042863
