v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,v_18,target
-2.00164,-0.47542,3.98474,-3.20274,-0.745,1.35251,-2.62063,1.69906,0.34965,-0.55731,-3.07009,-0.52162,-3.28397,-3.31448,0.49144,3.07669,-0.85697,-4.36877,0
-1.8839,-1.19834,0.17075,0.53991,1.17901,3.61114,-1.57153,2.63589,0.3867,0.05206,1.97067,2.54009,-3.8545,-5.11997,-0.96882,-1.59286,-2.57206,-0.11054,1
-2.74247,-1.28996,1.0942,-3.28442,-1.49386,-1.53723,1.03935,-0.57528,-0.50935,-1.39397,3.15068,1.60323,4.51351,2.71166,-0.24126,-0.971,0.53736,2.80394,0
-0.53377,-1.97219,1.82246,1.30917,0.36702,1.27545,-5.35489,6.20698,-2.42127,2.38383,0.74601,2.25437,-5.83903,-3.6168,0.21314,0.01377,3.65598,-1.42567,1
2.9993,-3.53185,-1.10344,-1.49218,-0.29741,4.72759,0.06816,-2.08944,0.64111,2.16537,0.39028,-4.04721,-4.40215,-0.38669,0.04323,-5.63364,-2.46053,-0.78007,1
-0.0353,-1.97395,-0.73984,-3.37672,-2.00883,1.0594,3.11125,-1.68914,-0.93358,1.39852,2.43829,-1.39149,-0.87368,4.68481,-0.46704,-0.70614,-2.13768,-2.50051,1
-3.18265,-2.15856,2.57967,0.05935,0.16899,1.91718,2.37424,-2.87668,-2.92876,-0.6491,0.52472,0.56088,-0.80643,1.73291,2.03597,4.83085,1.72295,-3.77267,1
1.67002,1.36491,-0.87081,-2.23613,0.51296,0.5024,-3.82919,-2.57678,1.14489,0.28448,5.61431,1.20591,-2.73553,-1.62123,0.1278,2.59621,-2.60727,-3.21211,1
3.34539,2.35856,1.29464,-1.38334,1.56593,2.45232,2.09892,-6.09038,0.67205,-0.30513,2.94583,-1.48713,1.10324,-1.88164,-1.06697,2.13447,-6.25809,-3.7193,0
-2.64992,-3.47605,-3.39026,-1.24112,-3.57518,5.11298,-1.39447,3.24364,-2.00204,0.3243,2.27439,-3.05385,-2.78336,-2.5322,0.03808,-9.12964,-1.63582,5.63035,0
-2.01491,0.53898,-0.73835,-3.09799,-4.15713,3.23101,0.38787,3.54122,-0.44465,-1.49564,0.30053,-0.62072,1.9595,-3.89961,1.11377,-7.21556,-3.24263,2.54121,0
-0.66384,-2.94414,0.96308,4.95548,-1.06659,-3.02488,-2.2934,0.01803,-4.83718,-1.18381,2.36204,-2.99352,-11.6742,0.67088,1.0952,14.19257,1.70355,-6.13226,1
3.06752,1.224,0.76298,1.05716,0.41723,-2.48171,-1.93312,1.65493,-0.33143,-0.72635,2.12934,0.05376,-2.37924,-2.6634,-0.8912,2.38825,-3.70129,-0.45589,1
-2.005,-2.88689,3.60506,-1.61947,-1.17946,0.654,2.35524,0.66188,-3.16114,-0.26372,-2.15296,2.224,3.73836,-0.12637,0.51164,-4.19666,-0.64104,1.71545,0
1.4198,-4.0007,2.1041,3.58585,1.97215,0.16777,1.61481,0.25525,-2.82431,-2.3176,4.54799,3.53333,-3.80032,1.1873,1.80506,2.74028,2.29381,-2.9638,1
0.90892,1.48576,1.6027,-3.63049,2.58309,1.44153,4.95491,-3.19177,2.18723,-0.00192,-0.6849,4.75027,13.83271,1.01986,-0.42361,-11.33643,-2.72143,6.11598,1
-1.76697,1.9494,-2.414,-0.3038,-1.46162,1.10155,-2.3445,2.76793,-2.0447,1.00307,-0.74415,-1.71896,-0.82326,-0.95106,0.49466,-1.3413,-0.50261,1.74711,0
-1.24119,-1.08417,0.11251,1.88922,-1.10573,0.72314,-0.30753,-0.17817,0.15966,0.21327,-0.2283,-0.16988,-3.26012,-4.07801,1.06041,1.77103,-1.66731,-0.63037,1
0.22605,-0.9255,1.98037,-0.09522,0.42327,-0.50334,-2.62247,0.05584,2.48038,-1.13723,-1.66882,-0.86504,-2.19035,-4.0072,1.30331,1.244,-0.65591,0.21594,0
-3.5429,-1.50686,-2.64394,1.06067,4.81045,1.20189,3.52552,-0.06501,1.96859,0.41307,1.14513,4.18987,1.28382,3.93487,0.30313,-2.07333,-1.20838,3.66324,1
-0.83352,2.2243,2.66927,0.56452,-0.10671,-0.48964,-3.80989,-0.38993,-0.10411,0.5699,-2.06879,-1.84455,0.07013,-6.48547,-0.40955,3.67129,-1.358,0.8198,0
-2.35681,3.89126,2.30138,1.81856,-4.02362,-1.4255,-0.53111,2.01374,3.07435,-0.64291,-0.38949,0.20172,4.11075,-10.47976,0.04254,2.1701,-0.45079,2.39919,0
-1.4528,1.0868,0.30522,-0.87285,-2.98161,-1.63702,-1.13325,0.26226,2.8921,0.47561,1.59684,-2.67348,-2.58418,-2.99087,0.20802,5.79012,-1.06992,-1.658,0
-3.55477,-0.19557,1.66896,-2.78887,-2.10883,-3.92455,-0.6389,-1.21741,2.38104,-0.00488,1.27945,-1.63178,0.44997,1.83709,1.44335,7.47928,1.54424,-0.49647,0
-0.13819,-1.14964,0.08364,-0.29688,-2.67751,3.07956,6.48929,-2.51579,-1.17891,0.02978,-1.87498,-3.05777,3.08724,1.65169,0.10017,-3.61079,-0.75114,-0.42527,1
-1.54957,2.66132,1.24288,-1.49155,-1.56409,1.125,-4.51506,0.14948,0.84953,-1.19989,-0.9839,-2.42232,-2.6981,-7.72354,-0.53522,3.47279,-4.40116,-1.13253,0
-0.03261,3.22133,0.68569,-2.07247,-3.44556,-3.0762,-2.4544,-2.29349,3.11438,-1.28432,-0.31926,-1.05069,6.46086,-3.62288,-1.07606,-0.27669,1.44483,3.08757,0
-0.75928,-3.05828,1.60158,-2.8789,-0.92331,0.83556,4.48853,-0.36435,-3.06058,0.46797,-0.21322,-1.61972,1.53556,6.65299,0.21797,-1.57589,0.36084,-0.88832,1
-0.62903,-1.32215,-0.16511,-0.15111,-2.67973,1.94189,0.78078,-1.14954,-0.61804,2.52954,0.55754,0.69985,-2.48672,-3.49352,-1.49132,-0.80611,-3.29715,-2.34451,1
0.58532,-1.10215,3.52879,3.17459,-0.12126,0.97994,-2.06172,2.42353,-3.59255,0.13586,0.45964,0.82779,-4.11219,-5.25287,-1.64074,3.16431,0.96453,-2.7443,1
-1.6199,-0.97107,2.30636,-5.4532,-0.57697,4.16753,-0.07741,2.11165,2.33426,0.71283,-0.40371,-0.40972,4.43411,-3.70556,-1.36923,-9.36526,-3.01854,4.62705,0
3.22534,1.75039,3.03203,0.56667,1.06819,-3.50727,1.55199,-3.6902,-3.78022,-2.16668,-3.06848,-0.41394,8.44531,3.03542,-1.15738,-0.67088,1.42219,2.44058,0
1.66334,-0.5651,0.73425,-3.62816,-0.95813,1.44115,-2.44539,1.01481,0.22535,-1.22283,3.32682,-3.32459,1.26825,-1.45378,-1.363,-5.06293,-1.91355,3.94066,0
1.04905,1.29707,4.47023,-1.32422,1.93968,0.75292,-0.27936,0.31585,1.31099,0.196,-2.14564,-0.35641,6.72254,-3.74122,0.75408,-4.04585,0.0336,4.17901,1
-0.42018,-3.21565,3.62344,1.41182,0.99762,2.01879,2.13161,-1.71251,-1.47359,-0.80719,0.01198,2.91772,1.58316,-3.08402,-0.4451,-2.31513,-0.46277,0.57967,1
-3.13586,-3.50827,3.34666,-3.38457,-0.56982,1.63559,1.361,2.53654,1.64202,0.0584,0.02652,1.92143,3.38086,-2.89469,1.88608,-6.63065,-2.30986,4.99151,0
-2.24898,-0.24472,-0.6615,4.39774,2.94146,0.1656,3.16246,1.12589,-1.26733,-0.8054,1.05155,1.45515,-2.76054,1.66077,0.01854,5.48847,0.12314,-1.10087,1
-2.80758,-1.94725,0.32027,-1.03213,2.40127,0.91068,-1.26871,-0.6046,-0.34469,-0.59507,0.70591,0.842,-1.78053,0.67577,0.16754,1.01475,-1.61618,1.40273,1
2.79452,1.96662,0.55409,-0.44804,0.46959,-0.53604,-0.90935,0.04758,-0.4021,-0.06946,2.72816,-0.79307,0.06318,-0.54442,-0.04631,1.33861,-1.6181,-1.12608,1
-2.83872,2.0814,3.06026,2.2123,-2.90917,0.13982,-3.69873,-0.09747,2.26557,-1.34508,-2.31353,-2.99352,-2.65061,-10.7708,0.30237,7.47932,0.65718,-1.52541,0
0.09422,-4.73459,1.64742,4.60535,0.80696,-4.02856,-1.6549,0.80023,-3.70426,-0.90805,5.34421,0.80959,-11.59716,0.21302,-0.52936,12.09032,-1.73027,-4.41349,1
4.51178,-2.55945,-1.97349,-2.38179,-2.69223,0.31949,-0.38609,-1.48758,-0.50396,1.31164,3.57849,-1.77828,-1.63563,2.14942,-2.23128,-5.71007,-1.73571,-0.10996,1
5.62186,-2.75134,-1.18351,-3.18216,-2.16452,0.73658,-1.69975,-1.67952,-0.78557,-0.62092,4.7399,-4.00596,0.02841,4.40961,0.00143,-6.40067,3.02949,0.97659,1
-2.62317,2.17037,-3.82324,-2.68253,-0.12434,3.84494,-3.2992,6.36609,0.24974,-1.22062,-0.883,-1.22422,-2.89987,-2.51195,2.35383,-5.70592,-4.53586,2.91178,0
0.76117,1.20252,0.36225,0.10143,-0.13701,0.34263,-0.00565,1.68087,0.84372,0.21357,0.03499,-0.3139,4.32724,-3.78688,-0.70394,-5.5553,-2.09538,5.62296,0
-1.99781,-2.06852,1.96215,0.84753,4.40999,-2.89316,-0.12927,-0.4102,-1.1239,-2.09911,-0.69435,1.08604,-0.92765,3.76759,1.18594,5.0381,-0.25133,1.74874,1
-3.43803,-0.63359,1.56445,0.85867,1.0189,0.26347,-1.85381,1.42825,0.59053,-0.21832,-1.24466,-1.46853,-2.60802,-2.6827,1.68232,4.19519,0.38703,1.09843,0
-0.97621,-1.77013,-1.09243,-1.9174,-2.88344,1.89254,-1.88646,-0.60501,-2.83203,0.05227,-2.44325,-2.19728,-4.16619,-0.14473,-1.35635,-1.2918,-1.8083,-2.17498,0
-1.26648,-0.35444,-1.31197,-1.63729,0.73397,1.96284,-2.46958,3.98169,-0.80634,0.31179,-1.01179,-1.22326,-2.7874,-0.92973,0.19719,-3.63423,-3.19225,2.55576,0
-1.39718,-2.825,-0.02458,-1.20896,-3.51709,0.43236,-1.51628,-2.03779,-0.87846,-0.16567,-0.17047,-1.14157,-0.44978,-1.7614,-0.41496,-2.31404,0.4159,1.503,0
-1.64973,1.20775,1.13664,-1.75733,1.43275,-0.06642,0.95604,0.35906,-2.04737,-1.67427,1.88801,4.03162,1.33622,2.18822,-1.09231,2.376,-1.50745,-2.73341,1
0.07955,0.61218,3.46113,-0.83889,0.42412,5.42131,2.45064,1.07674,-1.25623,-0.9725,0.49475,3.76797,4.51403,-4.24754,1.32259,-5.82312,0.23383,-1.52295,1
-1.84643,-0.69787,2.69263,-2.1859,-1.84528,0.26453,-2.0579,1.07952,0.38651,-1.22414,1.55437,-1.91414,1.53287,-4.65022,-0.50658,-1.014,-1.68153,3.84661,0
0.76902,0.41516,3.21515,-3.42885,-2.23473,-1.86984,1.1583,-2.54388,-0.60732,0.70713,-3.17175,-0.446,6.99052,0.42549,-0.99395,-2.8726,-0.4557,1.32369,0
0.06778,-6.4934,3.42759,1.92051,-0.80026,0.54162,-0.00961,1.53704,-0.96117,-0.13637,-0.42595,-1.47561,-5.53247,-3.93542,1.56273,-0.83373,-1.48825,1.40225,0
2.60096,-2.40868,5.85805,2.44835,1.02047,-0.06423,1.73923,3.95174,-1.90534,1.16363,1.66502,4.75679,-1.13783,-2.91788,0.90661,0.57418,1.84285,-3.78343,1
-1.8416,-2.66567,1.28344,-1.98763,-3.44629,2.2199,-2.11004,3.03706,0.79262,0.18291,0.27546,-1.18826,-4.70755,-5.61733,0.7913,-1.83816,-2.49446,-0.49923,0
-2.22621,0.20886,0.65468,-1.43322,1.18322,-0.28317,-2.64573,-1.30982,-0.09062,0.22698,-1.72529,0.90117,-1.53296,-0.93702,0.62095,2.92042,-1.91528,-0.95824,0
0.58264,-4.35372,2.75824,2.40355,-0.97235,-0.3946,1.17319,-2.85357,-5.12288,0.29495,-1.38111,-1.65411,-1.00711,0.88697,-0.04969,1.02441,1.67312,0.03914,0
2.25741,0.30253,-0.1556,-1.66051,2.07339,1.40861,-3.99582,-2.10241,1.40399,-1.40346,2.91706,1.60373,-2.27925,-2.02528,1.55066,-0.41529,-1.73749,-1.92021,1
-0.48142,-0.64712,-2.52628,3.27052,-2.51934,-0.98787,-0.97985,0.46667,-0.5746,-0.84243,4.5725,-2.11031,-10.02261,-3.06587,-0.17228,8.48118,-4.1399,-3.98391,1
0.15227,-1.74523,3.70784,0.57543,1.47946,-1.68307,-0.28691,-0.2642,-0.87235,-0.98015,-0.38848,-0.87182,1.26815,-0.26306,0.16393,1.77482,0.97198,2.23231,0
-1.2495,-2.46925,4.79034,-0.99675,2.90591,-1.61291,2.81996,-2.43515,-1.8581,1.0312,-0.17384,0.86009,1.6361,2.62344,-1.30491,4.10169,-2.68974,-0.03684,1
1.81506,0.20226,-0.03927,-1.13827,-1.61087,0.02894,-1.91873,-0.74423,2.20637,-0.53514,1.66813,-0.85527,-1.94343,-3.59139,-0.2413,-0.23155,-2.40788,-1.0752,0
-1.87156,-0.33008,4.11467,-2.85407,2.40043,-2.75136,0.55273,3.00321,-1.98898,0.59461,-0.31206,2.56114,4.18898,2.60667,-1.17017,0.28302,-2.0018,2.93732,1
-0.20145,-1.81042,-0.82816,2.4553,-2.60444,1.80278,-4.21246,2.65743,0.92786,-0.59415,1.09952,0.90905,-7.35779,-8.15243,0.22924,-0.41208,-0.34871,-1.52886,1
-2.43789,0.43901,0.98122,-3.89603,4.36193,0.73671,-2.83157,-1.50326,0.08558,0.49521,-0.43171,0.06712,0.15072,1.20827,1.65619,1.28775,-4.57881,1.82557,1
0.9338,0.98082,1.69796,2.49502,-3.00163,-3.15972,1.61275,3.32223,-3.45359,-0.58233,0.22881,0.27382,2.2238,-2.63026,-0.85354,0.2743,-1.55897,1.93522,1
0.57636,4.30224,3.18873,-1.6537,-2.00821,-4.29963,-1.20577,1.36101,2.9227,0.51093,-1.17548,0.04183,0.5189,-5.11012,-0.6073,6.76315,-4.43406,-3.24203,0
1.69098,-0.28449,0.97723,1.03656,-1.16521,3.23873,1.97287,-1.09804,-2.29302,3.14501,-0.48503,-0.12296,1.4107,-2.62716,0.62969,-3.91653,-0.59994,-0.95359,1
0.06784,-1.94526,5.17473,-1.14537,-0.37635,-2.16223,1.13758,-3.65211,-3.71336,1.18904,-5.01889,-0.08473,3.52023,2.61253,0.5442,2.18399,2.23553,-1.88495,0
0.79694,2.40582,-1.30416,0.46601,0.21557,2.80159,0.12054,-1.20158,2.48303,-0.71243,-0.7799,1.57679,2.94363,-4.55723,-0.8998,-4.74559,-1.19929,0.93215,1
-2.49276,-0.63531,-1.7158,1.31244,-0.55477,2.30108,-2.51571,-0.56397,-6.16983,-1.00915,-4.25229,0.12983,-5.61237,0.94494,0.35595,2.40417,0.57348,-4.38816,0
4.94741,-2.70084,1.23584,-2.06098,-2.20131,-1.25511,1.68466,3.80118,-0.70453,1.62214,-0.35896,-0.78565,-0.55048,2.23461,-0.0626,-6.58617,-1.45044,-0.20037,1
0.2265,1.27844,2.55239,0.76975,1.03132,-3.24525,0.51299,3.38227,1.51721,-1.57988,0.44081,0.22184,-1.77136,-1.52922,0.36549,5.91877,-2.59822,-1.26992,0
-2.88399,0.14103,1.24672,-0.8601,-0.32295,0.86749,1.13276,-1.88698,-1.30708,-1.07414,1.91568,-1.65765,0.06078,-0.37068,-0.62373,4.35092,-2.18498,-0.37427,1
0.64967,-2.80561,-0.56393,0.38513,-2.05282,2.76401,-1.52542,1.15941,-1.85724,0.05358,-0.34134,-2.02797,-2.68048,-3.87335,0.53908,-5.95793,-2.10903,2.68663,0
-0.14373,-4.74815,3.83294,2.0668,1.59421,-1.34506,0.16922,0.383,-3.54983,-1.16211,3.38901,1.80984,-5.88479,1.432,-0.92833,6.75677,0.8599,-3.68272,1
3.90077,-0.93464,-1.3774,-0.27983,-1.89288,0.91301,-1.18026,-1.60623,-1.9539,0.26001,4.43065,-3.39443,-1.33696,1.19537,0.28895,-2.17046,0.88819,-0.00815,1
-2.11771,0.03171,-1.61729,0.87313,-1.34996,0.67619,0.32317,1.98954,3.60841,0.57084,2.41552,2.10146,0.12472,-4.2624,-1.55394,-2.08636,-0.6666,2.51147,0
-0.3437,1.73868,3.42393,0.23088,-3.52608,-4.09643,-2.8199,-3.62913,4.342,0.3914,-2.14663,1.07136,5.2662,-8.38584,-0.94375,2.29915,1.59538,1.78217,0
-1.21986,-4.90116,0.38885,-2.3612,-4.77847,0.58571,-0.28524,-0.23758,-1.07624,0.54876,0.22902,-1.40766,-0.54269,-1.50016,-0.6168,-5.80222,-1.14891,3.07995,0
-2.20531,0.16404,2.89018,-0.11404,-2.20417,-0.60623,-2.44905,0.0595,0.72042,-1.04083,0.86302,-1.81409,-1.21502,-6.44338,-1.77861,4.47718,-1.33497,0.47224,0
-1.68675,1.13607,1.49422,-1.45713,4.15296,5.22723,0.32327,1.82488,1.58205,0.24251,-2.00209,3.79777,4.70584,-2.96366,-0.08442,-7.33101,-0.27624,2.60763,1
-0.2626,-3.8646,2.03134,3.24428,0.89945,-2.07794,0.39158,2.20452,-2.51637,0.55714,1.63343,1.61488,-4.50385,1.30224,0.47689,4.2505,2.19052,-1.16792,1
-0.4513,-4.75367,0.46402,-2.15102,-4.98399,2.5835,-0.83097,2.84863,2.40736,-1.6679,3.85578,-4.86697,-4.54727,-5.7262,1.31275,-4.9585,-3.1281,3.47638,0
-5.13376,1.99048,3.95444,0.88073,-0.94605,-0.19525,-2.65728,2.55205,-0.39632,0.37292,-1.55611,-2.2119,2.23183,-7.56897,-0.40121,4.41495,0.47524,4.16901,0
-2.95113,-1.72983,-1.81444,0.19797,0.60786,0.68469,-2.12015,0.50073,-4.45735,1.27519,-3.33197,-0.67839,-2.53384,3.07985,-1.23496,-0.57205,0.69348,1.45497,0
8.38765,-1.38172,-0.99968,-0.37556,-0.35852,4.81454,-0.26513,-0.43124,0.10096,-0.9425,1.25388,-1.73345,-1.07902,-2.98562,0.88712,-11.8576,-2.60149,-0.1726,1
-2.4944,-0.07408,1.22847,-2.28571,-2.0674,-0.4132,-1.364,1.70606,1.8508,-0.27156,0.49457,-0.75026,0.92153,-2.81514,0.07188,-0.1436,-0.5183,2.07444,0
1.08539,4.45958,3.83174,-0.88038,0.57311,-4.37174,1.06339,-0.73191,0.36357,1.97652,-1.00182,0.44257,9.46763,0.11399,-1.38272,2.29731,1.07854,2.38873,0
0.80626,1.6397,0.46556,-4.31065,0.45556,-2.29965,-1.17615,0.42902,-1.82103,0.12405,2.74169,-3.80251,2.05324,6.09875,-1.41072,2.26333,-0.60597,1.23392,0
-2.92953,-4.90567,1.93051,-1.93071,-2.0261,2.74329,-1.55013,4.25064,1.26057,2.39779,1.53803,-3.54464,-7.26685,-3.89326,1.0394,-0.1558,-2.0897,0.7018,0
-2.91919,-2.27477,-0.5076,3.8053,1.75136,-0.32798,-3.89138,0.38412,-5.01902,0.27539,1.80479,-1.73555,-8.23694,-0.48578,1.14717,7.96931,-0.38896,0.01991,1
-2.43857,1.25351,0.71842,-2.62153,0.40961,4.42233,-0.74114,4.22277,-1.8543,-1.40975,-1.91694,0.42119,1.88437,-2.29565,0.75245,-5.82312,-1.82486,1.87469,0
-4.5683,2.54135,0.41213,-4.73698,0.7736,-2.14606,-1.73295,1.94472,-0.17779,0.05974,0.58766,-1.3692,-0.04586,3.61293,0.21371,6.44503,-2.7338,-0.13931,0
0.75109,-3.38803,6.86309,2.68121,0.30689,3.6281,-0.78602,0.66576,-4.29358,-1.42427,0.76126,1.82489,-2.16043,-7.93958,1.0343,0.15097,0.50385,-2.34364,1
-0.24489,-2.39159,2.72609,0.36752,-2.21339,-1.00396,-0.33725,1.43676,-0.75867,1.79599,0.49395,-1.614,-3.01776,-2.78923,1.88896,2.43515,-0.86099,-0.61325,0
-2.43578,-0.08033,-2.46073,-1.78925,-0.21617,-0.29149,0.50514,0.99503,2.07498,-1.64046,1.85783,2.35502,-1.74575,1.34278,-1.70846,0.37873,-2.80399,-0.54423,0
0.40053,-0.33823,-0.47481,-0.15252,-1.20227,-3.35267,-1.40955,2.10896,-1.54682,1.60828,1.46806,-2.0645,-2.25202,2.39415,-1.09391,2.99903,-0.21373,0.78283,1
-3.4353,-0.26999,-1.41408,0.6397,1.99482,-0.8285,-2.65177,2.55961,1.70453,1.34094,-1.46939,0.63459,-3.84231,-1.41123,-0.11852,2.3187,-2.04387,2.20692,1
-2.53085,-0.69272,2.36506,-0.42899,-1.641,-2.2342,-3.01162,-2.90406,3.84026,-0.98118,-1.99997,-0.58058,-1.76294,-6.0773,1.43124,5.5109,-1.27164,-0.35819,0
-1.47225,-3.4701,1.07225,-0.86526,-3.65839,3.40922,-1.81332,2.37535,0.70944,0.65988,0.70227,-2.57129,-6.8385,-6.55085,0.24486,-1.12141,-2.54667,-1.32918,0
0.79008,-3.34506,1.09744,-3.35111,-1.42117,0.01991,-2.95534,-3.10961,1.75083,-0.72424,1.34001,-2.71022,-2.40199,-1.06028,0.52481,-0.84662,-1.44518,0.56917,0
-0.96851,-0.77446,1.06208,0.03596,0.85559,5.59502,-1.41975,1.50762,-0.36724,0.35201,1.51412,2.95977,-2.61657,-5.33573,0.80291,-2.86103,-0.35112,-2.45947,1
4.40958,-3.61654,-1.20266,-5.62086,0.32743,0.90707,-0.02727,-3.01682,-0.75741,-1.56904,4.25142,0.22001,0.24602,8.24623,-0.25566,-6.61938,0.23687,-1.36155,1
-3.30393,0.29376,-1.46195,1.06296,-0.13965,3.72083,-3.13299,4.66248,-0.51178,0.79264,0.37343,0.61163,-6.11209,-4.75029,1.02873,0.64701,-0.60514,-1.29549,1
-1.78823,2.40789,2.28096,1.17956,-3.56145,-1.68466,1.63561,2.02142,1.48185,-0.11351,0.87996,4.26038,6.21888,-7.29098,-0.93289,-1.19539,-0.3641,2.147,0
0.36158,-0.67967,2.90815,-0.01912,-1.63716,1.77882,0.16367,1.27803,-0.90753,1.38164,0.94447,1.05625,-1.10939,-4.82451,2.75343,-0.29816,-1.32084,-2.40921,1
-1.3726,1.95657,0.8557,-0.77545,2.84215,4.46213,1.01774,1.71533,1.38949,-2.37536,-1.01954,4.07383,2.40732,-2.67514,-0.13173,-3.64609,-0.56404,-1.13933,1
4.46359,0.67491,0.06871,-4.29532,-2.18458,-1.43851,3.98686,-0.59996,-2.02768,-0.9207,3.05894,0.03296,5.0456,5.09507,0.54337,-5.35582,-4.38997,-0.33972,1
-1.03266,0.43305,1.96244,0.80147,-2.35499,5.12496,-3.32398,5.53766,-1.13666,-1.57725,-1.35852,1.18748,-2.59233,-9.96904,0.79649,-4.3973,0.4965,-1.15379,1
-1.94847,0.86178,4.20343,-2.39886,2.20094,-0.99982,-1.87075,0.86722,-4.54785,0.36992,-1.34685,1.12934,3.07904,0.33054,-0.60621,1.77461,-2.3411,1.49163,0
-0.59768,5.39932,3.38981,3.57678,-5.51242,-1.40717,-1.96599,2.45571,5.10924,0.90029,-0.70016,-1.73774,0.52408,-15.9466,0.36869,6.21965,-0.79235,-1.1251,0
5.36708,-2.4876,-1.66822,4.28807,-3.1827,6.02338,-4.05291,-0.58329,0.87305,0.82582,0.3564,-4.9714,-7.17705,-10.21313,0.35359,-6.64435,1.53774,-0.40078,1
0.03819,-0.41687,0.84453,2.932,0.02532,3.11797,-4.12817,6.27721,-2.53492,1.22735,2.25124,1.81632,-6.49589,-6.58461,-2.3349,-0.03727,1.07936,-1.97139,1
-0.33376,1.40622,-4.33418,0.77549,-1.59271,1.75715,-1.64234,1.24747,-4.02644,0.26864,-2.58767,-1.35557,-1.74762,-0.06481,0.69736,-3.98581,-2.33453,1.25108,0
-0.88048,1.48206,0.87083,-3.56664,-1.27986,1.20514,-3.06566,-0.34998,-1.47561,-1.50002,-3.35948,-2.21067,-2.29661,-0.08494,1.30444,2.36302,-0.84861,-4.37937,0
-1.859,2.10152,-1.74048,0.72392,2.95687,2.0486,-0.22176,2.31374,2.32118,-0.47229,0.79684,2.33993,-1.25576,-2.74917,0.65944,-0.2393,-3.51982,0.86682,0
-3.84112,-5.15055,5.27946,-3.01497,-4.94903,-3.53376,1.67113,1.11775,1.71808,-0.99304,2.46737,-0.12143,-0.94672,-1.20162,-0.53107,4.61173,0.29274,-0.46349,0
-0.86876,1.3788,-0.40974,-1.13767,2.65377,2.0079,-1.77915,4.04574,-2.99591,-1.1071,1.45166,-1.75512,-4.61934,0.16869,2.44962,1.93416,-5.65984,-0.37106,0
-2.66388,-1.17547,-0.19857,-1.9496,-1.90267,1.21474,-1.10016,1.26527,1.75692,0.137,1.89308,-1.92395,3.28412,-2.60536,0.06203,-5.20807,0.50257,7.00603,0
-1.84737,-1.33695,3.00242,1.53706,0.57418,2.15547,5.7673,-1.4072,-2.5107,0.46001,-3.63988,-5.38442,0.59491,1.80285,2.41681,3.35103,-0.44478,-0.38702,1
0.88541,0.16943,1.85891,-0.53994,1.49423,-0.56921,-0.19472,-1.00523,-1.69472,0.0883,0.06813,0.70482,1.90226,1.24004,-0.78252,0.51873,0.174,-0.11208,1
-3.13865,-1.81827,-2.48131,1.29875,-0.62246,1.57676,-2.24004,-0.66287,-5.98085,-1.77069,-4.34445,1.03418,-3.33159,1.73692,1.48002,-0.97032,1.01727,-0.66537,0
2.38441,-1.08059,-3.02362,2.45292,-1.20706,3.71689,-3.56353,-2.8152,-0.47363,0.65038,2.59637,-1.48222,-4.39894,-4.47244,-0.09942,-2.89067,0.9614,-0.45519,1
-5.46555,-0.2991,1.16082,-6.33344,-6.02534,0.26398,-1.75442,1.09181,3.2433,0.98305,0.81721,-0.78919,0.60539,-2.91859,0.03531,0.72084,-0.06763,-0.8487,0
0.21687,1.06828,-1.28204,-1.67777,-1.09452,-0.87416,0.0178,1.74105,2.44555,-0.99262,2.22511,-0.68947,-4.36572,0.63333,0.27344,3.94584,-2.74171,-3.98119,0
-2.29263,-0.96576,0.77746,-0.01059,4.11959,-4.82912,2.37231,-0.81861,-0.68615,0.87574,0.04106,-1.02618,-0.22645,7.25049,-0.05315,7.57407,-2.78882,2.18177,1
4.03974,-3.20952,0.0858,-2.51294,-4.38909,-2.33619,1.70921,1.50581,-2.31053,-0.66458,1.09453,-0.00592,1.70266,2.52003,-1.92225,-7.98015,-2.25987,1.87772,1
-0.2524,-0.37076,0.66706,0.14046,-2.85624,0.11869,-1.9511,-0.36384,3.31355,-0.43685,0.95348,-1.18847,-3.23078,-7.00217,-1.07986,1.77296,-2.25882,-0.88452,0
5.67104,1.04749,-0.33493,-1.43898,-0.75485,-0.89879,-4.41281,-0.37659,0.59349,1.46751,4.69786,-1.20696,-0.88261,-3.31904,2.01065,-2.90148,-3.11622,1.02682,1
0.90688,-0.09433,5.24467,-3.14859,1.43155,0.99941,0.99846,2.00991,3.33168,1.0063,-5.4749,4.28042,9.93189,-4.22776,-1.27525,-11.16364,0.43057,4.88204,1
0.71302,3.43546,4.97864,2.32057,-1.94673,-1.67427,-3.87858,-0.41236,1.53374,0.88792,-2.9316,0.16745,0.94349,-13.30336,0.96894,4.36013,-2.84311,-0.5904,0
-1.42052,0.98995,2.86344,0.65474,-0.71265,-0.5763,0.12114,2.30471,-1.93566,0.93369,-0.68843,-1.4544,-2.22292,-3.17646,0.23579,5.45382,-2.94824,-1.83991,1
0.32229,-0.01985,0.15947,-3.1424,-0.65761,1.13948,1.80955,-3.98056,-0.9508,0.01704,3.76103,-2.16666,-0.49855,2.65894,1.49859,2.77775,-3.77666,-3.00684,1
-2.65417,-3.4668,3.3517,-2.02511,-2.66162,1.39883,-0.61887,3.01662,2.31347,-0.46719,2.11171,-1.58455,-1.00839,-5.2151,1.03964,-1.80753,-0.325,2.89526,0
